2012	6.2
2010	6.2
2002	6.17
2001	6.17
2002	6.14
2015	6.1
2014	6.1
2012	6.11
2008	6.1
2008	6.08
2012	6.09
2010	6.06
2008	6.06
2002	6.04
2013	6.02
2009	6.02
2012	6.0
2010	6.01
2012	6.0
2007	6.0
2000	5.97
2002	5.98
2001	5.98
2011	5.93
2014	5.92
2003	5.92
2002	5.92
2014	5.9
2010	5.9
2003	5.88
2001	5.88
2009	5.87
2009	5.86
2008	5.85
2013	5.84
2014	5.84
2007	5.83
2004	5.8
2003	5.8
2008	5.78
2001	5.78
2007	5.77
2004	5.77
2006	5.78
2007	5.74
2012	5.71
2002	5.72
2013	5.71
2011	5.69
2009	5.66
2007	5.66
2002	5.64
2010	5.64
2003	5.64
2011	5.62
2010	5.62
2007	5.61
2014	5.58
2001	5.58
2003	5.56
2010	5.56
2011	5.56
2011	5.56
2015	5.56
2003	5.54
2011	5.55
2008	5.54
2006	5.53
2011	5.52
2009	5.51
2007	5.46
2015	5.41
2002	5.4
2001	5.4
2011	5.4
2006	5.4
2011	5.38
2006	5.38
2013	5.38
2010	5.37
2004	5.36
2010	5.34
2009	5.34
2005	5.34
1998	5.34
2004	5.32
2008	5.32
2016	5.3
2006	5.3
2003	5.31
2009	5.3
2006	5.29
2011	5.26
2000	5.26
2010	5.27
2004	5.25
2009	5.24
2011	5.24
2009	5.24
2010	5.22
2002	5.21
2009	5.2
2004	5.18
2007	5.16
2008	5.16
2008	5.16
2006	5.15
2007	5.15
2007	5.14
2007	5.14
2001	5.13
2012	5.12
2009	5.12
2003	5.09
2009	5.08
2008	5.06
2001	5.05
2010	5.04
2013	5.04
2012	5.04
2008	5.0
2006	5.0
2002	4.97
2007	4.96
2015	4.96
2002	4.95
2008	4.94
2012	4.95
2011	4.93
2008	4.93
2014	4.9
1997	4.9
2008	4.9
2003	4.87
1997	4.87
2010	4.86
2016	4.84
2015	4.84
2008	4.83
2010	4.84
2006	4.84
2003	4.83
2010	4.82
2001	4.82
2007	4.82
2011	4.8
1997	4.8
2005	4.76
2010	4.77
2011	4.74
2004	4.75
2004	4.75
2007	4.74
2004	4.75
2010	4.74
2009	4.74
2008	4.7
2011	4.7
2007	4.68
2015	4.68
2001	4.67
2015	4.68
2011	4.68
2008	4.64
2004	4.63
1999	4.62
2012	4.61
2012	4.61
2013	4.58
2007	4.57
2004	4.56
2009	4.57
2008	4.56
2010	4.56
2010	4.56
2008	4.55
2011	4.54
2002	4.54
2001	4.52
2009	4.51
2016	4.52
2016	4.5
2002	4.5
2004	4.5
2011	4.5
2013	4.5
2007	4.49
2001	4.49
2006	4.48
2010	4.48
2013	4.47
2013	4.47
2001	4.46
2008	4.46
2013	4.46
2009	4.45
2012	4.45
2003	4.44
2009	4.43
2013	4.44
2015	4.42
2008	4.42
2007	4.4
2013	4.4
2008	4.4
2010	4.4
2008	4.39
2010	4.4
2003	4.39
2014	4.38
2011	4.37
2006	4.36
2002	4.36
2014	4.36
2016	4.33
2010	4.33
2001	4.32
2009	4.33
2008	4.32
2006	4.31
2013	4.3
2016	4.28
2012	4.29
2007	4.26
2004	4.25
2003	4.26
2009	4.25
2001	4.24
2011	4.22
2002	4.21
2003	4.21
2013	4.22
1998	4.2
2006	4.21
2015	4.21
2011	4.2
2009	4.18
2005	4.19
2010	4.19
2015	4.18
2006	4.16
2010	4.17
2002	4.17
2006	4.17
1998	4.16
2003	4.17
2011	4.16
2010	4.15
2005	4.15
2006	4.14
2007	4.13
2014	4.14
2009	4.12
2010	4.13
2004	4.12
2010	4.11
2003	4.12
2007	4.1
2002	4.11
2014	4.1
2008	4.11
2006	4.08
2005	4.08
2007	4.08
2003	4.08
2011	4.07
2008	4.06
2003	4.05
2005	4.06
2008	4.06
2005	4.04
2011	4.04
2011	4.04
2013	4.04
2012	4.03
2011	4.02
2014	4.02
2014	4.02
2008	4.0
2008	3.99
2007	3.99
1997	3.98
2002	3.98
2009	3.96
2010	3.97
2002	3.96
2013	3.96
2002	3.94
2003	3.94
2004	3.92
2012	3.93
2006	3.91
2003	3.9
2012	3.9
2005	3.91
2003	3.9
2003	3.88
2006	3.87
2008	3.88
1999	3.88
2001	3.89
2010	3.88
2008	3.88
2004	3.87
2008	3.87
2002	3.88
2013	3.87
2004	3.86
2008	3.85
2015	3.85
2014	3.84
2001	3.84
2003	3.84
2013	3.84
2004	3.84
1996	3.83
2008	3.84
2009	3.83
2013	3.82
2014	3.82
2001	3.8
2008	3.78
2008	3.78
2008	3.76
2013	3.76
2008	3.76
2004	3.76
2016	3.76
2009	3.76
2002	3.75
2013	3.74
2001	3.73
2005	3.72
2004	3.72
1999	3.73
2008	3.71
2001	3.72
2015	3.71
1999	3.71
2004	3.7
2004	3.7
2012	3.69
2013	3.67
2009	3.68
2005	3.67
2007	3.67
2014	3.66
2010	3.65
2014	3.65
2011	3.64
2012	3.64
2001	3.64
2001	3.63
2009	3.64
2007	3.63
2003	3.63
2002	3.63
2016	3.62
2004	3.61
2008	3.6
2002	3.6
2006	3.6
2010	3.6
2015	3.6
2014	3.58
2007	3.58
2003	3.56
2004	3.56
2005	3.54
2001	3.55
2006	3.52
2011	3.52
2009	3.52
2004	3.52
2001	3.53
2004	3.51
2002	3.52
2002	3.51
2004	3.52
2001	3.52
2004	3.51
2016	3.49
2010	3.5
2007	3.49
2007	3.49
2013	3.5
2008	3.49
2002	3.48
2014	3.48
2012	3.48
2012	3.48
2015	3.46
2001	3.46
2013	3.46
2010	3.45
2002	3.46
2012	3.47
2014	3.44
2014	3.45
2004	3.44
2003	3.43
2011	3.43
2012	3.42
2009	3.42
2004	3.43
2003	3.42
2001	3.41
2008	3.42
2007	3.4
2009	3.4
2011	3.39
2006	3.39
2010	3.39
2016	3.39
2009	3.39
2005	3.39
2013	3.38
2001	3.38
2002	3.38
2005	3.37
2007	3.37
2009	3.36
2008	3.36
2010	3.36
2008	3.37
2010	3.35
2003	3.35
2002	3.36
2008	3.33
2007	3.35
2003	3.34
2000	3.34
2005	3.34
2001	3.34
2001	3.34
2009	3.34
2001	3.34
2003	3.34
2006	3.33
2013	3.34
2003	3.34
2015	3.32
2008	3.33
2000	3.31
2008	3.31
2004	3.31
2013	3.31
2002	3.31
2012	3.32
2005	3.32
2016	3.31
2011	3.3
2004	3.31
2008	3.3
2006	3.3
2007	3.29
2007	3.3
2008	3.28
2002	3.28
2004	3.28
2014	3.27
2004	3.26
2013	3.27
2001	3.26
2003	3.25
2014	3.26
1999	3.25
2004	3.25
2012	3.24
2006	3.24
2010	3.23
2003	3.23
2013	3.24
2014	3.23
2007	3.24
2004	3.23
2005	3.21
2011	3.2
2006	3.2
2007	3.2
2010	3.21
1999	3.19
2003	3.19
2013	3.2
2004	3.18
1996	3.18
2008	3.19
2006	3.18
2007	3.18
2006	3.16
2012	3.16
2008	3.16
2008	3.15
2011	3.15
2002	3.16
2015	3.16
2008	3.14
2013	3.14
2009	3.13
2001	3.14
2013	3.14
2014	3.14
2008	3.14
2015	3.14
2014	3.13
2002	3.14
2005	3.13
2008	3.14
2000	3.13
2006	3.13
2012	3.12
2008	3.11
2009	3.12
2008	3.11
2011	3.1
2002	3.1
2003	3.1
2010	3.1
2001	3.1
2009	3.1
2014	3.09
2010	3.1
2011	3.08
2010	3.09
2000	3.08
2003	3.08
2008	3.08
2006	3.08
2005	3.08
2011	3.07
2011	3.07
2012	3.07
2012	3.06
2003	3.06
2012	3.05
2007	3.05
2002	3.05
2014	3.05
2009	3.04
2002	3.04
2002	3.03
2008	3.03
2008	3.02
2011	3.02
2007	3.02
2007	3.01
2011	3.02
2011	3.02
2003	3.0
2006	3.01
2000	3.0
2002	3.0
2000	3.01
2010	3.0
2008	2.98
2003	2.99
2002	2.98
2008	2.98
2010	2.97
2010	2.98
2015	2.98
2006	2.96
2007	2.96
2006	2.97
2011	2.96
2008	2.95
2009	2.96
2008	2.96
2005	2.95
2004	2.96
2011	2.96
2004	2.96
2007	2.94
2003	2.94
2012	2.94
2012	2.94
2006	2.94
1998	2.93
2004	2.92
2010	2.92
2003	2.93
2001	2.92
2008	2.92
2005	2.92
2008	2.91
2008	2.92
2011	2.9
2004	2.9
2014	2.91
2004	2.9
2003	2.9
2011	2.9
2011	2.9
2013	2.89
2007	2.88
2013	2.88
2007	2.88
2004	2.88
2002	2.87
2010	2.86
1999	2.86
2007	2.86
2010	2.86
2007	2.86
2007	2.85
2004	2.85
2011	2.85
2008	2.85
2006	2.84
2008	2.84
2012	2.84
2002	2.84
2013	2.84
2004	2.85
2004	2.84
2011	2.84
2008	2.83
2013	2.84
2006	2.83
2010	2.83
2010	2.81
2012	2.83
2009	2.82
2007	2.82
2010	2.81
2013	2.82
2001	2.82
2004	2.82
2009	2.81
2002	2.8
2006	2.8
2008	2.81
2008	2.82
2009	2.8
2004	2.79
2004	2.8
2002	2.8
2014	2.8
2001	2.79
2005	2.78
2013	2.76
2008	2.77
2014	2.76
2012	2.76
2003	2.76
2013	2.77
2015	2.76
2015	2.76
2011	2.75
2001	2.76
2009	2.76
2008	2.74
2011	2.74
2007	2.75
2010	2.74
2011	2.75
2004	2.74
2005	2.74
2010	2.71
2006	2.72
2004	2.73
2011	2.71
2003	2.72
2014	2.72
2008	2.72
2002	2.72
2012	2.71
2009	2.7
2009	2.7
2008	2.7
2014	2.71
2008	2.7
2004	2.7
2013	2.71
2016	2.69
2007	2.7
2008	2.7
2007	2.69
2007	2.7
2002	2.69
2008	2.68
2008	2.69
2010	2.69
2011	2.68
2008	2.68
2011	2.68
2005	2.68
2015	2.68
2010	2.68
2005	2.68
2004	2.68
2006	2.67
2006	2.67
2014	2.68
2003	2.67
2008	2.68
2004	2.68
2010	2.67
2004	2.66
2004	2.66
2007	2.65
2013	2.64
2009	2.65
2010	2.64
2008	2.64
2002	2.64
2012	2.63
2007	2.64
2010	2.63
2005	2.64
2002	2.62
2011	2.62
2010	2.62
2005	2.61
2015	2.61
2002	2.62
2009	2.62
2004	2.62
2009	2.61
2006	2.6
2015	2.6
2012	2.6
2005	2.61
2009	2.59
2015	2.59
2014	2.58
2010	2.58
2008	2.59
2011	2.58
2003	2.58
2007	2.58
2009	2.58
2004	2.57
2015	2.58
2015	2.57
2010	2.58
2014	2.57
2007	2.57
2008	2.56
2015	2.56
2004	2.56
2008	2.56
2003	2.56
2006	2.56
2001	2.55
1997	2.54
2008	2.54
2014	2.54
2005	2.54
2014	2.55
2012	2.53
2012	2.54
2008	2.54
2008	2.54
2003	2.54
2014	2.54
2008	2.53
2002	2.53
2008	2.54
2008	2.54
2011	2.53
2003	2.53
1994	2.53
2012	2.54
2013	2.54
2013	2.53
2010	2.52
2007	2.52
2010	2.52
2005	2.51
2008	2.53
2009	2.5
2000	2.5
2013	2.5
2008	2.5
2014	2.5
2008	2.5
2005	2.5
2005	2.49
2006	2.49
2007	2.5
2012	2.5
2015	2.5
2002	2.49
2003	2.5
2004	2.5
2005	2.48
2007	2.48
2001	2.49
1997	2.49
2000	2.48
2008	2.48
2005	2.48
2009	2.48
2012	2.47
2001	2.46
2016	2.46
2004	2.46
2002	2.46
2004	2.46
2009	2.46
2012	2.47
2003	2.46
2014	2.46
2004	2.45
2008	2.46
2006	2.45
2007	2.45
2010	2.46
2011	2.45
2007	2.43
2004	2.45
2002	2.44
2001	2.44
2002	2.43
2006	2.42
2001	2.42
2004	2.43
2007	2.43
2005	2.42
2011	2.43
2002	2.42
2015	2.42
2000	2.42
2003	2.42
2010	2.42
2007	2.43
2015	2.42
2009	2.41
2008	2.42
2002	2.4
2007	2.41
2004	2.4
2011	2.41
2004	2.4
2003	2.4
2006	2.4
2001	2.4
2010	2.39
2003	2.39
2012	2.38
2014	2.38
2002	2.38
2008	2.38
2015	2.39
2006	2.38
2008	2.38
2007	2.39
2002	2.37
2006	2.38
2006	2.37
2009	2.36
2013	2.37
1999	2.36
2012	2.36
2001	2.36
2012	2.36
2005	2.35
2002	2.34
2012	2.35
2008	2.34
2009	2.34
2011	2.34
2003	2.34
2015	2.34
2010	2.35
2009	2.34
2003	2.34
2008	2.34
2008	2.34
2004	2.33
2011	2.33
2006	2.33
2004	2.32
1997	2.33
2008	2.32
2006	2.33
2001	2.32
2011	2.32
2013	2.32
2007	2.31
2010	2.32
2007	2.29
2008	2.3
2001	2.3
2007	2.31
2004	2.3
2012	2.3
2009	2.29
2003	2.3
2007	2.3
2003	2.3
2014	2.3
2000	2.28
2003	2.28
2005	2.28
1998	2.28
2007	2.28
2013	2.28
2011	2.29
2008	2.29
2005	2.29
2003	2.28
2007	2.28
2010	2.28
2014	2.27
2001	2.27
2016	2.28
2002	2.27
2009	2.26
2006	2.26
2016	2.26
2011	2.26
2004	2.26
2008	2.26
2009	2.26
2014	2.25
2012	2.26
2007	2.26
2015	2.23
2001	2.24
2009	2.25
2010	2.24
2005	2.24
2011	2.25
2005	2.23
2011	2.24
2009	2.24
2007	2.24
2009	2.23
2012	2.24
2004	2.24
2010	2.23
2009	2.23
2011	2.22
2003	2.23
2007	2.22
2011	2.23
2005	2.22
2013	2.23
2013	2.22
2015	2.21
2010	2.2
2011	2.2
2001	2.19
2006	2.2
2003	2.2
2013	2.2
2007	2.2
2008	2.2
2007	2.2
1998	2.2
2007	2.19
2013	2.18
2006	2.18
2009	2.18
2003	2.18
2008	2.18
2000	2.18
2005	2.19
2015	2.17
2003	2.18
2009	2.18
2006	2.17
2010	2.17
2002	2.18
2010	2.18
2011	2.18
2012	2.18
2009	2.18
2003	2.16
2002	2.16
2008	2.16
2005	2.17
2002	2.16
2009	2.16
2007	2.16
2010	2.17
2004	2.16
2016	2.16
2008	2.15
2003	2.16
2005	2.16
2014	2.15
2007	2.15
2006	2.14
2006	2.14
2010	2.14
2008	2.14
2008	2.14
2009	2.15
2008	2.14
2007	2.14
2005	2.14
2009	2.14
2009	2.14
2005	2.14
2008	2.14
2010	2.14
2013	2.14
2006	2.12
2002	2.13
2009	2.13
2008	2.12
2007	2.13
2009	2.12
2008	2.13
2005	2.13
2003	2.13
2016	2.12
2010	2.12
2012	2.11
2001	2.11
2007	2.13
2004	2.12
2002	2.12
2010	2.12
2008	2.12
2013	2.11
2007	2.11
2011	2.11
2008	2.11
2007	2.1
2007	2.1
2009	2.11
2006	2.1
2007	2.1
2002	2.09
2012	2.1
2001	2.1
2000	2.1
2014	2.1
2005	2.1
2007	2.1
1998	2.1
2003	2.08
2007	2.08
2009	2.08
2012	2.08
2000	2.08
2003	2.08
2006	2.08
2010	2.09
2001	2.08
2006	2.07
2005	2.08
2007	2.07
2012	2.06
2011	2.07
2005	2.06
2005	2.07
2012	2.06
2011	2.05
2007	2.06
2005	2.06
2008	2.07
2003	2.05
2016	2.06
2008	2.06
1996	2.06
1998	2.06
2009	2.06
2008	2.06
2009	2.04
2007	2.05
2010	2.04
2007	2.04
2007	2.05
2004	2.05
2016	2.05
2007	2.04
2008	2.05
2011	2.04
2010	2.04
2009	2.04
2007	2.04
2011	2.04
2013	2.04
2006	2.05
2011	2.03
2008	2.04
2004	2.04
2012	2.04
2008	2.03
2007	2.02
2009	2.02
2007	2.02
2007	2.03
2008	2.03
2014	2.02
2014	2.03
2008	2.01
2012	2.02
2016	2.02
2003	2.0
2009	2.0
2010	2.0
2003	1.99
2000	2.01
2002	2.0
2011	2.0
2000	1.98
2013	1.98
2011	1.99
2012	1.99
2011	1.99
2008	1.98
1998	1.98
2000	1.98
2009	1.97
2008	1.98
2005	1.98
2009	1.98
2007	1.98
2006	1.97
2011	1.99
2009	1.98
2008	1.97
2008	1.96
2008	1.97
2008	1.97
2009	1.96
2010	1.96
2008	1.96
2005	1.97
2005	1.96
2007	1.97
2013	1.96
2013	1.96
2009	1.96
2009	1.95
2005	1.94
2015	1.94
2005	1.94
2007	1.94
2003	1.94
2009	1.94
2013	1.94
2006	1.94
2003	1.93
2007	1.94
2010	1.93
2004	1.94
2012	1.93
2006	1.93
2009	1.94
2011	1.94
2006	1.94
2000	1.94
2002	1.92
2012	1.92
2015	1.93
2013	1.92
2000	1.92
2012	1.92
2010	1.92
2008	1.92
2002	1.91
2002	1.92
2011	1.91
2012	1.92
2004	1.91
2006	1.9
2012	1.89
2011	1.91
2004	1.91
2008	1.9
2005	1.9
2008	1.9
2003	1.91
2012	1.91
2013	1.9
2012	1.89
2000	1.91
2011	1.9
2008	1.91
2010	1.9
2015	1.9
2014	1.9
2010	1.9
2011	1.9
2015	1.88
2004	1.89
2004	1.89
2011	1.88
2003	1.88
2013	1.88
2011	1.88
2008	1.87
2008	1.88
2009	1.88
2009	1.88
2009	1.88
2006	1.88
2003	1.88
2006	1.88
2002	1.87
2013	1.87
2016	1.86
2005	1.86
2002	1.86
2014	1.86
2008	1.86
2008	1.86
2016	1.86
2009	1.86
2003	1.87
2009	1.86
2007	1.86
2006	1.87
2007	1.86
2010	1.87
2009	1.86
2014	1.85
2011	1.86
1999	1.86
2008	1.86
2014	1.86
2012	1.86
2012	1.86
2003	1.84
2013	1.85
2001	1.84
2010	1.84
2000	1.84
2006	1.85
2011	1.84
2005	1.85
2015	1.85
2014	1.85
2014	1.85
2012	1.84
2006	1.84
2010	1.84
2011	1.84
2008	1.84
2006	1.84
2006	1.83
2012	1.84
2008	1.82
2010	1.82
2010	1.82
2002	1.83
2008	1.83
2003	1.83
2010	1.82
2000	1.82
2011	1.81
2013	1.81
2012	1.83
2008	1.82
2004	1.82
2009	1.82
2002	1.81
2007	1.8
2016	1.8
2015	1.81
2004	1.81
2009	1.81
2005	1.8
2013	1.81
2014	1.8
2012	1.8
2011	1.8
2015	1.8
2014	1.8
2006	1.8
2009	1.79
2013	1.81
2003	1.8
2007	1.8
2002	1.8
2011	1.8
2013	1.79
2009	1.8
2014	1.79
2004	1.8
2004	1.8
2003	1.79
2012	1.79
2005	1.78
2005	1.78
2010	1.78
2001	1.78
2011	1.78
2005	1.78
2012	1.78
2004	1.78
2004	1.79
2008	1.78
2006	1.78
2003	1.78
2014	1.78
1997	1.78
2001	1.78
2008	1.78
2009	1.77
2008	1.78
2011	1.77
2008	1.77
2009	1.78
2008	1.78
2012	1.78
2008	1.76
2007	1.77
2009	1.77
2011	1.76
2010	1.76
2009	1.76
2005	1.76
2011	1.75
2006	1.76
2016	1.76
2012	1.75
2008	1.76
2008	1.75
2008	1.75
2010	1.76
2010	1.75
2004	1.75
2015	1.76
2003	1.74
2007	1.74
2001	1.75
2009	1.75
2003	1.75
2012	1.74
2012	1.74
2008	1.75
2009	1.74
2011	1.74
2012	1.75
2006	1.74
2008	1.74
2007	1.74
2009	1.74
2005	1.74
2002	1.74
2015	1.74
2002	1.74
2008	1.74
2008	1.73
2000	1.73
2007	1.74
2013	1.74
2008	1.73
2007	1.74
2009	1.73
2009	1.72
2015	1.72
2015	1.72
2009	1.71
2006	1.72
2002	1.72
2001	1.73
2010	1.72
2006	1.72
2003	1.71
2010	1.71
2010	1.7
2007	1.7
2007	1.71
2004	1.7
2015	1.7
2012	1.71
2008	1.7
2010	1.7
2012	1.7
2009	1.71
2007	1.69
2002	1.7
2013	1.69
2000	1.7
2008	1.7
2010	1.7
2009	1.7
2010	1.69
2012	1.69
2004	1.68
2012	1.68
2009	1.68
2004	1.68
2015	1.68
2009	1.68
2008	1.69
2003	1.68
2009	1.68
2002	1.68
2014	1.69
2005	1.68
2004	1.68
2013	1.68
2007	1.68
2012	1.67
2004	1.67
2007	1.67
2005	1.67
2007	1.67
2008	1.66
2000	1.66
2007	1.66
2011	1.67
2004	1.66
2011	1.66
2003	1.67
2010	1.66
2008	1.66
2005	1.66
2009	1.66
2012	1.65
2008	1.65
2011	1.65
2011	1.65
2011	1.65
2012	1.65
2002	1.65
2001	1.65
2006	1.65
2010	1.64
2007	1.63
2005	1.64
2002	1.64
2010	1.64
2007	1.64
2001	1.64
2008	1.64
2007	1.65
2002	1.63
2008	1.64
2012	1.63
2000	1.62
2012	1.62
2008	1.63
2000	1.62
2000	1.62
2004	1.62
2005	1.63
1999	1.61
2007	1.62
2009	1.62
2004	1.62
2013	1.61
2009	1.62
2010	1.61
2008	1.62
2007	1.61
2005	1.62
2010	1.61
2008	1.61
2005	1.6
2006	1.61
2003	1.6
2004	1.6
2012	1.6
2008	1.6
1999	1.6
2009	1.6
2004	1.6
2009	1.6
2013	1.6
2009	1.6
2009	1.59
2013	1.6
2002	1.59
2010	1.6
2007	1.6
2006	1.58
2006	1.58
2008	1.58
2009	1.58
2010	1.59
2003	1.58
2008	1.59
2013	1.58
2001	1.58
2010	1.59
2012	1.58
2013	1.59
2012	1.58
2007	1.58
2000	1.59
2009	1.58
2012	1.57
2015	1.57
2015	1.58
2009	1.58
2007	1.58
2003	1.57
2007	1.58
2009	1.58
2011	1.57
2009	1.57
2014	1.56
1992	1.57
2014	1.56
2008	1.56
2009	1.56
2002	1.56
2006	1.56
2010	1.56
2010	1.56
2011	1.56
2013	1.56
2015	1.55
2008	1.56
2007	1.56
2007	1.56
2008	1.56
2006	1.56
2002	1.56
2011	1.56
2011	1.56
2013	1.54
2008	1.55
2009	1.54
2008	1.54
2005	1.54
2005	1.53
1999	1.54
2011	1.54
2012	1.55
2011	1.54
2006	1.54
2009	1.55
2002	1.53
2007	1.55
2001	1.54
2005	1.54
2002	1.54
2002	1.54
2004	1.54
2009	1.54
2005	1.54
2008	1.53
2008	1.53
2003	1.52
2010	1.53
2008	1.52
2004	1.53
1998	1.52
2008	1.52
2006	1.54
2014	1.52
2009	1.52
2004	1.52
2010	1.52
2011	1.53
2004	1.52
2004	1.51
2009	1.51
2011	1.51
2011	1.52
2010	1.52
2009	1.5
2008	1.5
2013	1.51
2000	1.51
2016	1.51
2006	1.5
2015	1.5
2006	1.49
2009	1.5
2011	1.51
2010	1.51
2008	1.5
2012	1.5
2012	1.49
2004	1.51
2001	1.5
2009	1.5
2014	1.5
2004	1.5
2005	1.5
2010	1.5
2001	1.5
2006	1.49
2008	1.49
2005	1.49
2007	1.5
2009	1.48
2009	1.49
2001	1.48
2007	1.48
2009	1.47
2006	1.48
2009	1.49
2014	1.48
2008	1.48
2011	1.48
2012	1.48
2005	1.48
2013	1.48
2007	1.48
2001	1.47
2009	1.48
2011	1.48
2002	1.48
2014	1.47
2011	1.48
2008	1.47
2013	1.48
2013	1.48
2007	1.47
2015	1.47
2003	1.48
2016	1.46
2009	1.46
2014	1.46
2010	1.46
2008	1.46
2007	1.46
2007	1.46
2004	1.46
2008	1.46
2009	1.45
2012	1.45
2011	1.46
2001	1.46
2012	1.45
2011	1.47
2010	1.46
2006	1.46
2004	1.46
2016	1.46
2004	1.47
2014	1.46
2003	1.45
2015	1.46
2012	1.46
2001	1.46
2002	1.45
2007	1.45
2005	1.44
2005	1.44
2010	1.45
2008	1.45
2009	1.44
2013	1.44
2007	1.44
2010	1.44
2002	1.45
2009	1.44
2006	1.44
2008	1.44
2007	1.45
2014	1.44
2014	1.44
2001	1.44
2005	1.43
2009	1.44
2009	1.44
2014	1.45
2002	1.43
2015	1.44
2011	1.43
2003	1.43
2010	1.44
2009	1.44
2010	1.44
2010	1.44
2011	1.44
2002	1.43
2002	1.43
2007	1.42
2009	1.43
2012	1.42
2007	1.42
2003	1.42
2007	1.42
2000	1.43
2007	1.43
2002	1.42
2002	1.42
2000	1.43
2003	1.42
2002	1.42
2004	1.42
2004	1.42
2007	1.42
2008	1.42
2008	1.42
2016	1.41
2007	1.41
2008	1.41
2005	1.42
2012	1.4
